voter_id,photo_reference,first_name,last_name,age,age_group,gender,district,constituency,polling_station_id,booth_number,registration_status,processing_status,verification_status,verification_timestamp,processing_timestamp,queue_time_minutes,processing_time_minutes,anomaly_type
VOTER015736,synthetic://voter/015736.svg,Tara,Rao,30,25-34,Male,District-06,CONST-036,PS-036,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:34:00,5.48,9.41,
VOTER015737,synthetic://voter/015737.svg,Anika,Nair,35,35-44,Female,District-07,CONST-037,PS-037,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:15:00,11.95,4.66,
VOTER015738,synthetic://voter/015738.svg,Dev,Rao,40,35-44,Female,District-08,CONST-038,PS-038,4,REGISTERED,PENDING,PENDING,,,9.31,6.49,
VOTER015739,synthetic://voter/015739.svg,Ishaan,Shah,62,55-64,Male,District-09,CONST-039,PS-039,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:09:00,14.41,6.67,
VOTER015740,synthetic://voter/015740.svg,Kabir,Nair,22,18-24,Female,District-10,CONST-040,PS-040,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:57:00,11.3,7.0,
VOTER015741,synthetic://voter/015741.svg,Mira,Joshi,84,75-85,Female,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:45:00,6.51,8.23,
VOTER015742,synthetic://voter/015742.svg,Ishaan,Mehta,47,45-54,Female,District-02,CONST-042,PS-042,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:28:00,11.13,5.13,
VOTER015743,synthetic://voter/015743.svg,Ishaan,Malik,43,35-44,Female,District-03,CONST-043,PS-043,4,REGISTERED,PENDING,PENDING,,,9.26,2.86,
VOTER015744,synthetic://voter/015744.svg,Rohan,Nair,20,18-24,Male,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:12:00,17.05,4.97,
VOTER015745,synthetic://voter/015745.svg,Tara,Joshi,63,55-64,Female,District-05,CONST-045,PS-045,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:19:00,6.77,8.15,
VOTER015746,synthetic://voter/015746.svg,Arun,Malik,42,35-44,Female,District-06,CONST-046,PS-046,3,REGISTERED,PENDING,PENDING,,,6.94,8.0,
VOTER015747,synthetic://voter/015747.svg,Sia,Rao,52,45-54,Female,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:16:00,0.2,11.01,
VOTER015748,synthetic://voter/015748.svg,Anika,Mehta,29,25-34,Male,District-08,CONST-048,PS-048,2,REGISTERED,PENDING,PENDING,,,13.46,4.6,
VOTER015749,synthetic://voter/015749.svg,Arun,Kapoor,36,35-44,Female,District-09,CONST-049,PS-049,2,REGISTERED,PENDING,PENDING,,,0.2,7.1,
VOTER015750,synthetic://voter/015750.svg,Ishaan,Rao,18,18-24,Female,District-10,CONST-050,PS-050,1,REGISTERED,PENDING,PENDING,,,13.49,2.88,
VOTER015751,synthetic://voter/015751.svg,Dev,Iyer,44,35-44,Male,District-01,CONST-001,PS-001,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:47:00,3.43,4.42,
VOTER015752,synthetic://voter/015752.svg,Arun,Nair,43,35-44,Female,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:47:00,11.04,3.17,
VOTER015753,synthetic://voter/015753.svg,Anika,Roy,31,25-34,Male,District-03,CONST-003,PS-003,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:04:00,11.69,8.52,
VOTER015754,synthetic://voter/015754.svg,Mira,Das,21,18-24,Female,District-04,CONST-004,PS-004,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:19:00,13.3,2.04,
VOTER015755,synthetic://voter/015755.svg,Ishaan,Shah,84,75-85,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:39:00,8.15,4.27,
VOTER015756,synthetic://voter/015756.svg,Arun,Shah,53,45-54,Female,District-06,CONST-006,PS-006,1,REGISTERED,PENDING,PENDING,,,8.38,4.29,
VOTER015757,synthetic://voter/015757.svg,Anika,Bose,84,75-85,Male,District-07,CONST-007,PS-007,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:21:00,6.22,6.94,
VOTER015758,synthetic://voter/015758.svg,Mira,Das,70,65-74,Male,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:04:00,11.86,2.94,
VOTER015759,synthetic://voter/015759.svg,Rohan,Kapoor,37,35-44,Female,District-09,CONST-009,PS-009,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:12:00,16.12,8.37,
VOTER015760,synthetic://voter/015760.svg,Arun,Bose,56,55-64,Male,District-10,CONST-010,PS-010,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:27:00,8.24,4.43,
VOTER015761,synthetic://voter/015761.svg,Rohan,Das,36,35-44,Male,District-01,CONST-011,PS-011,2,REGISTERED,PENDING,PENDING,,,11.38,7.88,
VOTER015762,synthetic://voter/015762.svg,Aarav,Joshi,35,35-44,Female,District-02,CONST-012,PS-012,1,REGISTERED,PENDING,PENDING,,,11.2,5.17,
VOTER015763,synthetic://voter/015763.svg,Kabir,Rao,45,45-54,Female,District-03,CONST-013,PS-013,4,REGISTERED,PENDING,PENDING,,,3.56,6.98,
VOTER015764,synthetic://voter/015764.svg,Ishaan,Iyer,39,35-44,Female,District-04,CONST-014,PS-014,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:17:00,7.82,7.37,
VOTER015765,synthetic://voter/015765.svg,Aarav,Rao,27,25-34,Female,District-05,CONST-015,PS-015,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:33:00,1.01,1.5,
VOTER015766,synthetic://voter/015766.svg,Leela,Shah,45,45-54,Female,District-06,CONST-016,PS-016,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:52:00,11.76,8.02,
VOTER015767,synthetic://voter/015767.svg,Rohan,Bose,40,35-44,Male,District-07,CONST-017,PS-017,3,REGISTERED,PENDING,PENDING,,,9.41,4.17,
VOTER015768,synthetic://voter/015768.svg,Leela,Roy,81,75-85,Male,District-08,CONST-018,PS-018,1,REGISTERED,PENDING,PENDING,,,12.92,3.55,
VOTER015769,synthetic://voter/015769.svg,Kabir,Rao,40,35-44,Male,District-09,CONST-019,PS-019,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:57:00,6.97,5.57,
VOTER015770,synthetic://voter/015770.svg,Rohan,Nair,29,25-34,Female,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:33:00,8.68,7.42,
VOTER015771,synthetic://voter/015771.svg,Dev,Mehta,42,35-44,Male,District-01,CONST-021,PS-021,1,REGISTERED,PENDING,PENDING,,,10.09,5.66,
VOTER015772,synthetic://voter/015772.svg,Anika,Rao,26,25-34,Female,District-02,CONST-022,PS-022,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:06:00,3.25,5.58,
VOTER015773,synthetic://voter/015773.svg,Ishaan,Bose,82,75-85,Female,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:33:00,8.01,8.08,
VOTER015774,synthetic://voter/015774.svg,Kabir,Iyer,67,65-74,Female,District-04,CONST-024,PS-024,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:32:00,8.61,5.79,
VOTER015775,synthetic://voter/015775.svg,Sia,Shah,75,75-85,Female,District-05,CONST-025,PS-025,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:00:00,5.33,9.0,
VOTER015776,synthetic://voter/015776.svg,Rohan,Bose,71,65-74,Male,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,13.78,7.42,
VOTER015777,synthetic://voter/015777.svg,Anika,Mehta,60,55-64,Male,District-07,CONST-027,PS-027,1,REGISTERED,PENDING,PENDING,,,5.62,10.34,
VOTER015778,synthetic://voter/015778.svg,Arun,Nair,22,18-24,Female,District-08,CONST-028,PS-028,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:17:00,0.2,7.01,
VOTER015779,synthetic://voter/015779.svg,Ishaan,Das,69,65-74,Female,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:01:00,16.41,11.38,
VOTER015780,synthetic://voter/015780.svg,Aarav,Roy,85,75-85,Female,District-10,CONST-030,PS-030,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:17:00,14.99,7.61,
VOTER015781,synthetic://voter/015781.svg,Sia,Das,59,55-64,Female,District-01,CONST-031,PS-031,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:34:00,15.56,3.39,
VOTER015782,synthetic://voter/015782.svg,Kabir,Roy,81,75-85,Male,District-02,CONST-032,PS-032,3,REGISTERED,PENDING,PENDING,,,9.36,4.03,
VOTER015783,synthetic://voter/015783.svg,Anika,Shah,23,18-24,Male,District-03,CONST-033,PS-033,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:25:00,9.15,7.31,
VOTER015784,synthetic://voter/015784.svg,Mira,Malik,32,25-34,Male,District-04,CONST-034,PS-034,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:35:00,2.97,5.76,
VOTER015785,synthetic://voter/015785.svg,Tara,Malik,42,35-44,Female,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:46:00,5.57,5.82,
VOTER015786,synthetic://voter/015786.svg,Anika,Nair,23,18-24,Male,District-06,CONST-036,PS-036,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:17:00,2.14,8.36,
VOTER015787,synthetic://voter/015787.svg,Leela,Malik,78,75-85,Female,District-07,CONST-037,PS-037,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:31:00,4.39,14.44,
VOTER015788,synthetic://voter/015788.svg,Aarav,Shah,51,45-54,Female,District-08,CONST-038,PS-038,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:53:00,6.46,5.27,
VOTER015789,synthetic://voter/015789.svg,Leela,Iyer,55,55-64,Male,District-09,CONST-039,PS-039,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:34:00,8.66,5.45,
VOTER015790,synthetic://voter/015790.svg,Nila,Roy,51,45-54,Male,District-10,CONST-040,PS-040,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:41:00,7.78,3.73,
VOTER015791,synthetic://voter/015791.svg,Sia,Roy,81,75-85,Female,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:33:00,0.2,4.02,
VOTER015792,synthetic://voter/015792.svg,Aarav,Sen,21,18-24,Male,District-02,CONST-042,PS-042,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:33:00,3.03,9.67,
VOTER015793,synthetic://voter/015793.svg,Rohan,Iyer,56,55-64,Male,District-03,CONST-043,PS-043,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:14:00,10.24,6.73,
VOTER015794,synthetic://voter/015794.svg,Aarav,Iyer,37,35-44,Female,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:56:00,12.65,1.2,
VOTER015795,synthetic://voter/015795.svg,Kabir,Shah,67,65-74,Male,District-05,CONST-045,PS-045,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:38:00,10.04,5.6,
VOTER015796,synthetic://voter/015796.svg,Anika,Iyer,67,65-74,Male,District-06,CONST-046,PS-046,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:04:00,3.4,4.34,
VOTER015797,synthetic://voter/015797.svg,Arun,Shah,35,35-44,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:52:00,15.39,8.12,
VOTER015798,synthetic://voter/015798.svg,Anika,Iyer,85,75-85,Male,District-08,CONST-048,PS-048,1,REGISTERED,PENDING,PENDING,,,14.37,1.86,
VOTER015799,synthetic://voter/015799.svg,Ishaan,Roy,23,18-24,Male,District-09,CONST-049,PS-049,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:13:00,7.39,7.24,
VOTER015800,synthetic://voter/015800.svg,Nila,Nair,61,55-64,Male,District-10,CONST-050,PS-050,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:02:00,7.01,5.95,
VOTER015801,synthetic://voter/015801.svg,Arun,Rao,37,35-44,Male,District-01,CONST-001,PS-001,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:15:00,6.35,4.65,
VOTER015802,synthetic://voter/015802.svg,Kabir,Malik,78,75-85,Male,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:22:00,8.85,1.55,
VOTER015803,synthetic://voter/015803.svg,Dev,Sen,18,18-24,Female,District-03,CONST-003,PS-003,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:57:00,9.39,2.59,
VOTER015804,synthetic://voter/015804.svg,Kabir,Bose,46,45-54,Male,District-04,CONST-004,PS-004,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:19:00,7.3,3.78,
VOTER015805,synthetic://voter/015805.svg,Arun,Joshi,76,75-85,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:54:00,11.85,7.51,
VOTER015806,synthetic://voter/015806.svg,Dev,Mehta,37,35-44,Male,District-06,CONST-006,PS-006,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:26:00,0.2,5.77,
VOTER015807,synthetic://voter/015807.svg,Sia,Malik,61,55-64,Female,District-07,CONST-007,PS-007,4,REGISTERED,PENDING,PENDING,,,4.05,5.81,
VOTER015808,synthetic://voter/015808.svg,Arun,Mehta,46,45-54,Female,District-08,CONST-008,PS-008,4,REGISTERED,PENDING,PENDING,,,3.99,8.9,
VOTER015809,synthetic://voter/015809.svg,Arun,Nair,85,75-85,Male,District-09,CONST-009,PS-009,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:07:00,15.74,8.12,
VOTER015810,synthetic://voter/015810.svg,Sia,Joshi,82,75-85,Female,District-10,CONST-010,PS-010,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:40:00,12.26,1.27,
VOTER015811,synthetic://voter/015811.svg,Ishaan,Iyer,65,65-74,Female,District-01,CONST-011,PS-011,2,REGISTERED,PENDING,PENDING,,,10.61,4.64,
VOTER015812,synthetic://voter/015812.svg,Dev,Nair,73,65-74,Female,District-02,CONST-012,PS-012,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:12:00,12.14,6.25,
VOTER015813,synthetic://voter/015813.svg,Tara,Roy,20,18-24,Male,District-03,CONST-013,PS-013,2,REGISTERED,PENDING,PENDING,,,4.98,8.29,
VOTER015814,synthetic://voter/015814.svg,Rohan,Mehta,82,75-85,Male,District-04,CONST-014,PS-014,5,REGISTERED,PENDING,PENDING,,,15.81,2.03,
VOTER015815,synthetic://voter/015815.svg,Tara,Malik,37,35-44,Male,District-05,CONST-015,PS-015,3,REGISTERED,PENDING,PENDING,,,4.81,7.72,
VOTER015816,synthetic://voter/015816.svg,Anika,Shah,62,55-64,Male,District-06,CONST-016,PS-016,1,REGISTERED,PENDING,PENDING,,,11.04,4.63,
VOTER015817,synthetic://voter/015817.svg,Anika,Das,54,45-54,Male,District-07,CONST-017,PS-017,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:23:00,12.9,4.88,
VOTER015818,synthetic://voter/015818.svg,Anika,Shah,52,45-54,Female,District-08,CONST-018,PS-018,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:13:00,16.64,1.94,
VOTER015819,synthetic://voter/015819.svg,Dev,Iyer,35,35-44,Male,District-09,CONST-019,PS-019,4,REGISTERED,PENDING,PENDING,,,3.43,6.04,
VOTER015820,synthetic://voter/015820.svg,Dev,Shah,49,45-54,Male,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:57:00,6.2,5.22,
VOTER015821,synthetic://voter/015821.svg,Nila,Shah,27,25-34,Male,District-01,CONST-021,PS-021,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:13:00,8.77,5.22,
VOTER015822,synthetic://voter/015822.svg,Dev,Bose,36,35-44,Male,District-02,CONST-022,PS-022,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:20:00,17.19,3.99,
VOTER015823,synthetic://voter/015823.svg,Dev,Sen,65,65-74,Female,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:25:00,0.64,5.39,
VOTER015824,synthetic://voter/015824.svg,Rohan,Kapoor,36,35-44,Male,District-04,CONST-024,PS-024,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:58:00,5.3,5.29,
VOTER015825,synthetic://voter/015825.svg,Arun,Roy,29,25-34,Female,District-05,CONST-025,PS-025,2,REGISTERED,PENDING,PENDING,,,9.52,7.39,
VOTER015826,synthetic://voter/015826.svg,Tara,Bose,76,75-85,Female,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,7.82,5.69,
VOTER015827,synthetic://voter/015827.svg,Leela,Malik,24,18-24,Female,District-07,CONST-027,PS-027,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:37:00,5.93,6.49,
VOTER015828,synthetic://voter/015828.svg,Kabir,Mehta,72,65-74,Female,District-08,CONST-028,PS-028,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:04:00,5.16,2.03,
VOTER015829,synthetic://voter/015829.svg,Tara,Kapoor,42,35-44,Female,District-09,CONST-029,PS-029,5,REGISTERED,PENDING,PENDING,,,1.7,6.14,
VOTER015830,synthetic://voter/015830.svg,Sia,Shah,20,18-24,Female,District-10,CONST-030,PS-030,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:42:00,11.26,6.28,
VOTER015831,synthetic://voter/015831.svg,Aarav,Joshi,36,35-44,Female,District-01,CONST-031,PS-031,4,REGISTERED,PENDING,PENDING,,,5.99,1.97,
VOTER015832,synthetic://voter/015832.svg,Tara,Sen,78,75-85,Female,District-02,CONST-032,PS-032,3,REGISTERED,PENDING,PENDING,,,13.78,5.32,
VOTER015833,synthetic://voter/015833.svg,Tara,Bose,69,65-74,Male,District-03,CONST-033,PS-033,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:15:00,2.1,1.23,
VOTER015834,synthetic://voter/015834.svg,Anika,Roy,24,18-24,Male,District-04,CONST-034,PS-034,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:15:00,14.27,1.86,
VOTER015835,synthetic://voter/015835.svg,Nila,Sen,78,75-85,Male,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:22:00,8.99,3.94,
VOTER015836,synthetic://voter/015836.svg,Aarav,Bose,46,45-54,Female,District-06,CONST-036,PS-036,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:21:00,3.2,7.45,
VOTER015837,synthetic://voter/015837.svg,Aarav,Roy,59,55-64,Female,District-07,CONST-037,PS-037,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:49:00,12.62,2.15,
VOTER015838,synthetic://voter/015838.svg,Anika,Nair,51,45-54,Female,District-08,CONST-038,PS-038,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:51:00,5.01,4.96,
VOTER015839,synthetic://voter/015839.svg,Tara,Kapoor,46,45-54,Female,District-09,CONST-039,PS-039,3,REGISTERED,PENDING,PENDING,,,5.23,10.27,
VOTER015840,synthetic://voter/015840.svg,Mira,Bose,49,45-54,Male,District-10,CONST-040,PS-040,1,REGISTERED,PENDING,PENDING,,,2.11,4.35,
VOTER015841,synthetic://voter/015841.svg,Arun,Malik,52,45-54,Male,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:04:00,15.48,2.73,
VOTER015842,synthetic://voter/015842.svg,Tara,Bose,78,75-85,Male,District-02,CONST-042,PS-042,3,REGISTERED,PENDING,PENDING,,,5.08,5.3,
VOTER015843,synthetic://voter/015843.svg,Aarav,Sen,44,35-44,Male,District-03,CONST-043,PS-043,4,REGISTERED,PENDING,PENDING,,,15.65,6.53,
VOTER015844,synthetic://voter/015844.svg,Tara,Mehta,32,25-34,Male,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:01:00,0.2,3.89,
VOTER015845,synthetic://voter/015845.svg,Arun,Nair,22,18-24,Female,District-05,CONST-045,PS-045,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:19:00,10.48,8.79,
VOTER015846,synthetic://voter/015846.svg,Rohan,Malik,71,65-74,Male,District-06,CONST-046,PS-046,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:52:00,8.15,4.19,
VOTER015847,synthetic://voter/015847.svg,Sia,Kapoor,54,45-54,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:15:00,11.59,5.64,
VOTER015848,synthetic://voter/015848.svg,Dev,Rao,64,55-64,Male,District-08,CONST-048,PS-048,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:45:00,9.42,7.33,
VOTER015849,synthetic://voter/015849.svg,Tara,Joshi,28,25-34,Male,District-09,CONST-049,PS-049,2,REGISTERED,PENDING,PENDING,,,3.23,3.14,
VOTER015850,synthetic://voter/015850.svg,Ishaan,Malik,65,65-74,Male,District-10,CONST-050,PS-050,1,REGISTERED,PENDING,PENDING,,,8.54,7.87,
VOTER015851,synthetic://voter/015851.svg,Dev,Mehta,76,75-85,Male,District-01,CONST-001,PS-001,4,REGISTERED,PENDING,PENDING,,,9.2,2.3,
VOTER015852,synthetic://voter/015852.svg,Arun,Mehta,78,75-85,Male,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:15:00,5.03,1.2,
VOTER015853,synthetic://voter/015853.svg,Tara,Bose,82,75-85,Female,District-03,CONST-003,PS-003,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:09:00,10.12,6.3,
VOTER015854,synthetic://voter/015854.svg,Ishaan,Iyer,21,18-24,Female,District-04,CONST-004,PS-004,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:44:00,4.99,4.61,
VOTER015855,synthetic://voter/015855.svg,Kabir,Bose,82,75-85,Male,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:20:00,4.28,1.45,
VOTER015856,synthetic://voter/015856.svg,Aarav,Mehta,31,25-34,Female,District-06,CONST-006,PS-006,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:33:00,8.79,5.78,
VOTER015857,synthetic://voter/015857.svg,Leela,Mehta,39,35-44,Male,District-07,CONST-007,PS-007,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:30:00,5.45,6.89,
VOTER015858,synthetic://voter/015858.svg,Kabir,Bose,73,65-74,Female,District-08,CONST-008,PS-008,4,REGISTERED,PENDING,PENDING,,,6.53,1.77,
VOTER015859,synthetic://voter/015859.svg,Nila,Kapoor,76,75-85,Male,District-09,CONST-009,PS-009,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:34:00,4.8,5.9,
VOTER015860,synthetic://voter/015860.svg,Tara,Roy,19,18-24,Male,District-10,CONST-010,PS-010,1,REGISTERED,PENDING,PENDING,,,11.5,3.83,
VOTER015861,synthetic://voter/015861.svg,Sia,Malik,44,35-44,Female,District-01,CONST-011,PS-011,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:33:00,1.99,2.7,
VOTER015862,synthetic://voter/015862.svg,Sia,Mehta,75,75-85,Female,District-02,CONST-012,PS-012,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:53:00,5.09,7.07,
VOTER015863,synthetic://voter/015863.svg,Nila,Mehta,22,18-24,Female,District-03,CONST-013,PS-013,4,REGISTERED,PENDING,PENDING,,,11.26,5.23,
VOTER015864,synthetic://voter/015864.svg,Kabir,Nair,79,75-85,Male,District-04,CONST-014,PS-014,5,REGISTERED,PENDING,PENDING,,,8.24,2.54,
VOTER015865,synthetic://voter/015865.svg,Nila,Iyer,55,55-64,Female,District-05,CONST-015,PS-015,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:12:00,5.34,2.56,
VOTER015866,synthetic://voter/015866.svg,Aarav,Nair,62,55-64,Female,District-06,CONST-016,PS-016,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:40:00,6.89,6.89,
VOTER015867,synthetic://voter/015867.svg,Anika,Das,19,18-24,Male,District-07,CONST-017,PS-017,3,REGISTERED,PENDING,PENDING,,,7.12,2.44,
VOTER015868,synthetic://voter/015868.svg,Mira,Mehta,46,45-54,Male,District-08,CONST-018,PS-018,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:26:00,1.08,5.2,
VOTER015869,synthetic://voter/015869.svg,Ishaan,Kapoor,65,65-74,Male,District-09,CONST-019,PS-019,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:28:00,2.34,3.21,
VOTER015870,synthetic://voter/015870.svg,Arun,Bose,53,45-54,Female,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:24:00,7.29,4.13,
VOTER015871,synthetic://voter/015871.svg,Ishaan,Malik,19,18-24,Female,District-01,CONST-021,PS-021,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:04:00,10.39,7.59,
VOTER015872,synthetic://voter/015872.svg,Dev,Iyer,48,45-54,Female,District-02,CONST-022,PS-022,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:28:00,6.37,4.06,
VOTER015873,synthetic://voter/015873.svg,Tara,Sen,36,35-44,Male,District-03,CONST-023,PS-023,4,REGISTERED,PENDING,PENDING,,,9.34,6.36,
VOTER015874,synthetic://voter/015874.svg,Tara,Malik,77,75-85,Female,District-04,CONST-024,PS-024,2,REGISTERED,PENDING,PENDING,,,9.75,6.04,
VOTER015875,synthetic://voter/015875.svg,Arun,Sen,67,65-74,Male,District-05,CONST-025,PS-025,4,REGISTERED,PENDING,PENDING,,,13.04,8.2,
VOTER015876,synthetic://voter/015876.svg,Nila,Rao,45,45-54,Female,District-06,CONST-026,PS-026,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:50:00,6.03,1.2,
VOTER015877,synthetic://voter/015877.svg,Sia,Mehta,34,25-34,Male,District-07,CONST-027,PS-027,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:10:00,11.65,7.05,
VOTER015878,synthetic://voter/015878.svg,Dev,Shah,67,65-74,Male,District-08,CONST-028,PS-028,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:03:00,6.6,6.91,
VOTER015879,synthetic://voter/015879.svg,Dev,Roy,75,75-85,Female,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:25:00,10.57,6.34,
VOTER015880,synthetic://voter/015880.svg,Sia,Mehta,34,25-34,Male,District-10,CONST-030,PS-030,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:39:00,0.93,3.2,
VOTER015881,synthetic://voter/015881.svg,Anika,Joshi,48,45-54,Male,District-01,CONST-031,PS-031,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:09:00,14.57,2.77,
VOTER015882,synthetic://voter/015882.svg,Mira,Joshi,53,45-54,Male,District-02,CONST-032,PS-032,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:22:00,5.1,4.41,
VOTER015883,synthetic://voter/015883.svg,Ishaan,Nair,71,65-74,Female,District-03,CONST-033,PS-033,2,REGISTERED,PENDING,PENDING,,,5.22,5.81,
